word,type,age
diatsepaami,substantiivi,new
dieetti,substantiivi,new
dieselmoottori,substantiivi,new
dieselveturi,substantiivi,new
dieselöinti,substantiivi,new
dietyylieetteri,substantiivi,new
diffeomorfismi,substantiivi,new
differentiaali,substantiivi,new
differentiointi,substantiivi,new
diffuusori,substantiivi,new
diftongi,substantiivi,new
digitalisointi,substantiivi,new
digitointi,substantiivi,new
digoksiini,substantiivi,new
diileri,substantiivi,new
diktaatti,substantiivi,new
diktaattori,substantiivi,new
diktatuuri,substantiivi,new
diletantti,substantiivi,new
diltiatseemi,substantiivi,new
diminutiivi,substantiivi,new
dimorfismi,substantiivi,new
dimotiki,substantiivi,new
dinaari,substantiivi,new
diodi,substantiivi,new
dioksidi,substantiivi,new
dioksiini,substantiivi,new
diploidi,substantiivi,new
diplomaatti,substantiivi,new
diplomi,substantiivi,new
diplomiekonomi,substantiivi,new
dipoli,substantiivi,new
dipolimolekyyli,substantiivi,new
dippi,substantiivi,new
direktiivi,substantiivi,new
direktoraatti,substantiivi,new
dirhami,substantiivi,new
disakkaridi,substantiivi,new
diskantti,substantiivi,new
disketti,substantiivi,new
diskomusiikki,substantiivi,new
diskoteekki,substantiivi,new
diskreetti,adjektiivi,new
diskriminointi,substantiivi,new
diskurssi,substantiivi,new
diskvalifiointi,substantiivi,new
disponibiliteetti,substantiivi,new
dissidentti,substantiivi,new
dissonanssi,substantiivi,new
dityppioksidi,substantiivi,new
diureesi,substantiivi,new
diureetti,substantiivi,new
divaani,substantiivi,new
divari,substantiivi,new
divehi,substantiivi,new
divergenssi,substantiivi,new
divertikuloosi,substantiivi,new
dobermanni,substantiivi,new
dodekaedri,substantiivi,new
dogi,substantiivi,new
dogmatismi,substantiivi,new
dogmi,substantiivi,new
dogri,substantiivi,new
doksisykliini,substantiivi,new
doktriini,substantiivi,new
dokumentointi,substantiivi,new
dokumentti,substantiivi,new
dokumenttiteatteri,substantiivi,new
dolfiini,substantiivi,new
dollari,substantiivi,new
dolomiitti,substantiivi,new
dominantti,adjektiivi,new
dominikaani,substantiivi,new
dominoefekti,substantiivi,new
dominointi,substantiivi,new
donitsi,substantiivi,new
dopamiini,substantiivi,new
dopingtesti,substantiivi,new
dosentti,substantiivi,new
dosetti,substantiivi,new
douglaskuusi,substantiivi,old
dragomaani,substantiivi,new
draiveri,substantiivi,new
dramatisointi,substantiivi,new
dramaturgi,substantiivi,new
dreeni,substantiivi,new
dreeveri,substantiivi,new
drilli,substantiivi,new
drinkki,substantiivi,new
dromedaari,substantiivi,new
drontti,substantiivi,new
druidi,substantiivi,new
druusi,substantiivi,new
duaali,substantiivi,new
dualismi,substantiivi,new
dualisti,substantiivi,new
duffeli,substantiivi,new
duffelitakki,substantiivi,new
dugongi,substantiivi,new
duplikaatti,substantiivi,new
duralumiini,substantiivi,new
duunari,substantiivi,new
duuni,substantiivi,new
duuri,substantiivi,new
dynamiitti,substantiivi,new
dynamometri,substantiivi,new
dysgeneesi,substantiivi,new
dyyni,substantiivi,new
eboniitti,substantiivi,new
edellisvuosi,substantiivi,old
edellytysoppi,substantiivi,new
ediili,substantiivi,new
edikti,substantiivi,new
editointi,substantiivi,new
editori,substantiivi,new
edustajantoimi,substantiivi,old
eebenholtsi,substantiivi,new
eemeli,substantiivi,new
eesti,substantiivi,new
eetteri,substantiivi,new
eetvartti,substantiivi,new
efedriini,substantiivi,new
efekti,substantiivi,new
efemeridi,substantiivi,new
egoismi,substantiivi,new
egoisti,substantiivi,new
egotrippi,substantiivi,new
ehkäisykapseli,substantiivi,new
ehkäisypilleri,substantiivi,new
ehkäisytabletti,substantiivi,new
ehompi,adjektiivi,old
ehtoolliskalkki,substantiivi,new
ehtoollisviini,substantiivi,new
ekokatastrofi,substantiivi,new
ekolääni,substantiivi,new
ekomerkki,substantiivi,new
ekonomi,substantiivi,new
ekonomisti,substantiivi,new
ekosysteemi,substantiivi,new
eksakti,adjektiivi,new
eksarkaatti,substantiivi,new
eksarkki,substantiivi,new
eksegeesi,substantiivi,new
eksegeetti,substantiivi,new
eksemplaari,substantiivi,new
eksessiivi,substantiivi,new
ekshibitionismi,substantiivi,new
ekshibitionisti,substantiivi,new
eksistenssi,substantiivi,new
eksistentialismi,substantiivi,new
eksistentialisti,substantiivi,new
eksklaavi,substantiivi,new
eksoni,substantiivi,new
eksorkisti,substantiivi,new
eksosfääri,substantiivi,new
ekspatriaatti,substantiivi,new
ekspertti,substantiivi,new
eksponentti,substantiivi,new
ekspressionismi,substantiivi,new
ekstaasi,substantiivi,new
ekstrakti,substantiivi,new
ekstrapolointi,substantiivi,new
ekstremisti,substantiivi,new
ektoparasiitti,substantiivi,new
ekvaattori,substantiivi,new
ekvivalenssi,substantiivi,new
ekvivalentti,adjektiivi,new
elami,substantiivi,new
elastaani,substantiivi,new
elastiini,substantiivi,new
elastomeeri,substantiivi,new
elatiivi,substantiivi,new
elefantti,substantiivi,new
eleganssi,substantiivi,new
elegantti,adjektiivi,new
elekieli,substantiivi,old
elektrakompleksi,substantiivi,new
elektrodi,substantiivi,new
elektroenkefalogrammi,substantiivi,new
elektroforeesi,substantiivi,new
elektrokardiogrammi,substantiivi,new
elektrolyysi,substantiivi,new
elektrolyytti,substantiivi,new
elektrometri,substantiivi,new
elektroni,substantiivi,new
elektronikuori,substantiivi,old
elektronimikroskooppi,substantiivi,new
elektroniputki,substantiivi,old
elektronitykki,substantiivi,new
elektronivoltti,substantiivi,new
elektroskooppi,substantiivi,new
elementti,substantiivi,new
elevaattori,substantiivi,new
eliitti,substantiivi,new
eliksiiri,substantiivi,new
eliminointi,substantiivi,new
elinkaari,substantiivi,old
elinkausi,substantiivi,old
elintarvikemuovi,substantiivi,new
elitismi,substantiivi,new
elitisti,substantiivi,new
ellipsi,substantiivi,new
ellipsoidi,substantiivi,new
elohiiri,substantiivi,old
elohopealämpömittari,substantiivi,new
elohopeamillimetri,substantiivi,new
eloksointi,substantiivi,new
elokuvateatteri,substantiivi,new
elokuvatähti,substantiivi,old
elonmerkki,substantiivi,new
eluentti,substantiivi,new
eläinlaji,substantiivi,new
eläinlääkäri,substantiivi,new
eläinoppi,substantiivi,new
eläintauti,substantiivi,new
elämöinti,substantiivi,new
elätti,substantiivi,new
emali,substantiivi,new
emalimuki,substantiivi,new
emalointi,substantiivi,new
embleemi,substantiivi,new
emi,substantiivi,new
emigrantti,substantiivi,new
emiiri,substantiivi,new
emikasvi,substantiivi,new
eminenssi,substantiivi,new
emiraatti,substantiivi,new
emittointi,substantiivi,new
emokasvi,substantiivi,new
empiiri,substantiivi,new
empirismi,substantiivi,new
empiristi,substantiivi,new
emulaattori,substantiivi,new
emulgaattori,substantiivi,new
emulointi,substantiivi,new
emäkki,substantiivi,new
emäkkikasvi,substantiivi,new
emännöinti,substantiivi,new
emäspari,substantiivi,new
enantiomeeri,substantiivi,new
endarteriitti,substantiivi,new
endiivi,substantiivi,new
endodermi,substantiivi,new
endokardiitti,substantiivi,new
endometriitti,substantiivi,new
endometrioosi,substantiivi,new
endoskooppi,substantiivi,new
endoteeli,substantiivi,new
enempi,adjektiivi,old
energiakriisi,substantiivi,new
enetsi,substantiivi,new
engelmanninkuusi,substantiivi,old
engelsmanni,substantiivi,new
englanninsetteri,substantiivi,new
englannintorvi,substantiivi,old
englanti,substantiivi,new
enkefaliitti,substantiivi,new
enkeli,substantiivi,new
enkelinsiipi,substantiivi,old
enklaavi,substantiivi,new
enkopreesi,substantiivi,new
ennakkoääni,substantiivi,old
ennakointi,substantiivi,new
ennusmerkki,substantiivi,new
enoli,substantiivi,new
enologi,substantiivi,new
ensiapukurssi,substantiivi,new
ensikoti,substantiivi,new
ensilumi,substantiivi,old
ensiökäämi,substantiivi,new
ensyklopedisti,substantiivi,new
enterokokki,substantiivi,new
entiteetti,substantiivi,new
entsyymi,substantiivi,new
epeli,substantiivi,new
epidermi,substantiivi,new
epifyytti,substantiivi,new
epiglottiitti,substantiivi,new
epigrammi,substantiivi,new
epikriisi,substantiivi,new
epilogi,substantiivi,new
epinefriini,substantiivi,new
episentrumi,substantiivi,new
episodi,substantiivi,new
epiteeli,substantiivi,new
epiteetti,substantiivi,new
epoletti,substantiivi,new
epookki,substantiivi,new
epämetalli,substantiivi,new
epämoderni,adjektiivi,new
epänormaali,adjektiivi,new
epäonni,substantiivi,old
epäröinti,substantiivi,new
epäsiisti,adjektiivi,new
epätosi,adjektiivi,old
eremiitti,substantiivi,new
ergi,substantiivi,new
erikoislääkäri,substantiivi,new
erikoisupseeri,substantiivi,new
erisnimi,substantiivi,old
erkkeri,substantiivi,new
erotisointi,substantiivi,new
erotuomari,substantiivi,new
erytromysiini,substantiivi,new
erytrosyytti,substantiivi,new
esanssi,substantiivi,new
esikaupunki,substantiivi,new
esikkokasvi,substantiivi,new
esileikki,substantiivi,new
esimerkki,substantiivi,new
esiupseeri,substantiivi,new
esivaali,substantiivi,new
esiäiti,substantiivi,new
eskaaderi,substantiivi,new
eskalointi,substantiivi,new
eskapismi,substantiivi,new
eskapisti,substantiivi,new
eskimokuiri,substantiivi,new
eskimokuovi,substantiivi,new
esofagiitti,substantiivi,new
espanjanpippuri,substantiivi,new
esperantisti,substantiivi,new
esplanadi,substantiivi,new
esseisti,substantiivi,new
essentialismi,substantiivi,new
essiivi,substantiivi,new
esteri,substantiivi,new
estimaatti,substantiivi,new
estimointi,substantiivi,new
estradi,substantiivi,new
estrogeeni,substantiivi,new
estuaari,substantiivi,new
etaani,substantiivi,new
etanaali,substantiivi,new
etanoli,substantiivi,new
etappi,substantiivi,new
eteeni,substantiivi,new
eteisvahtimestari,substantiivi,new
etelänarnikki,substantiivi,new
etelänpyökki,substantiivi,new
etelänruttojuuri,substantiivi,old
etelänukonputki,substantiivi,old
etelätuuli,substantiivi,old
etiketti,substantiivi,new
etiketöinti,substantiivi,new
etnologi,substantiivi,new
etnosentrismi,substantiivi,new
etruski,substantiivi,new
etumerkki,substantiivi,new
etunimi,substantiivi,old
etupiiri,substantiivi,new
etupuoli,substantiivi,old
etupuskuri,substantiivi,new
etusormi,substantiivi,old
etuvokaali,substantiivi,new
etydi,substantiivi,new
etyleeni,substantiivi,new
etymologi,substantiivi,new
etyylialkoholi,substantiivi,new
etyyni,substantiivi,new
eufemismi,substantiivi,new
eugenoli,substantiivi,new
eukaryootti,substantiivi,new
eunukki,substantiivi,new
eurokommunismi,substantiivi,new
euroopanmuratti,substantiivi,new
evakuointi,substantiivi,new
evaluointi,substantiivi,new
evankeliointi,substantiivi,new
evankeliumi,substantiivi,new
evenki,substantiivi,new
eversti,substantiivi,new
everstiluutnantti,substantiivi,new
faabeli,substantiivi,new
faagi,substantiivi,new
faasi,substantiivi,new
fabulointi,substantiivi,new
fagosytoosi,substantiivi,new
fagosyytti,substantiivi,new
fagotisti,substantiivi,new
fagotti,substantiivi,new
fajanssi,substantiivi,new
fakiiri,substantiivi,new
fakki,substantiivi,new
faksi,substantiivi,new
faktori,substantiivi,new
faktorianalyysi,substantiivi,new
fakulteetti,substantiivi,new
falangi,substantiivi,new
fallossymboli,substantiivi,new
falsetti,substantiivi,new
falsifiointi,substantiivi,new
falski,adjektiivi,new
fanatismi,substantiivi,new
faneeri,substantiivi,new
fani,substantiivi,new
fanti,substantiivi,new
fantisointi,substantiivi,new
faradi,substantiivi,new
fariinisokeri,substantiivi,new
farkkuhaalari,substantiivi,new
farkkutakki,substantiivi,new
farmari,substantiivi,new
farmaseutti,substantiivi,new
farmi,substantiivi,new
farsi,substantiivi,new
farssi,substantiivi,new
faryngaali,substantiivi,new
faryngiitti,substantiivi,new
fasaani,substantiivi,new
fasaanikukaali,substantiivi,new
fasadi,substantiivi,new
fasetti,substantiivi,new
fasismi,substantiivi,new
fasisti,substantiivi,new
fatalismi,substantiivi,new
fatalisti,substantiivi,new
fatsi,substantiivi,new
fauni,substantiivi,new
federalismi,substantiivi,new
federalisti,substantiivi,new
feikki,adjektiivi,new
felodipiini,substantiivi,new
feminiini,substantiivi,new
feminismi,substantiivi,new
feministi,substantiivi,new
femtometri,substantiivi,new
femtosekunti,substantiivi,new
fenetyyliamiini,substantiivi,new
fenkoli,substantiivi,new
fennisti,substantiivi,new
fennomaani,substantiivi,new
fennougristi,substantiivi,new
fenoli,substantiivi,new
fenoliftaleiini,substantiivi,new
fenotyyppi,substantiivi,new
fensyklidiini,substantiivi,new
fentanyyli,substantiivi,new
fenyylialaniini,substantiivi,new
feodalismi,substantiivi,new
fermaatti,substantiivi,new
fermioni,substantiivi,new
feromoni,substantiivi,new
ferriitti,substantiivi,new
fertiili,adjektiivi,new
fertiliteetti,substantiivi,new
festari,substantiivi,new
festivaali,substantiivi,new
fetisismi,substantiivi,new
fetisisti,substantiivi,new
fetissi,substantiivi,new
fetsi,substantiivi,new
fibroosi,substantiivi,new
fideikomissi,substantiivi,new
figuuri,substantiivi,new
fiilinki,substantiivi,new
fiini,adjektiivi,new
fikkari,substantiivi,new
fiksatiivi,substantiivi,new
fiksointi,substantiivi,new
filamentti,substantiivi,new
filantrooppi,substantiivi,new
filatelisti,substantiivi,new
fileerausveitsi,substantiivi,old
fileointi,substantiivi,new
filigraani,substantiivi,new
fillari,substantiivi,new
fillaristi,substantiivi,new
fillarointi,substantiivi,new
filmatisointi,substantiivi,new
filmi,substantiivi,new
filmitähti,substantiivi,old
filologi,substantiivi,new
filosofi,substantiivi,new
filosofointi,substantiivi,new
filtteri,substantiivi,new
filunki,substantiivi,new
finaali,substantiivi,new
finalisti,substantiivi,new
finansiointi,substantiivi,new
finanssikriisi,substantiivi,new
finessi,substantiivi,new
fingerpori,substantiivi,new
finni,substantiivi,new
firaabeli,substantiivi,new
fissiopommi,substantiivi,new
fissioreaktori,substantiivi,new
fisteli,substantiivi,new
flaami,substantiivi,new
flagellaatti,substantiivi,new
flageoletti,substantiivi,new
flaksi,substantiivi,new
flanelli,substantiivi,new
flavonoidi,substantiivi,new
flebiitti,substantiivi,new
fleimi,substantiivi,new
flipperi,substantiivi,new
flirtti,substantiivi,new
floksi,substantiivi,new
floppi,substantiivi,new
floretti,substantiivi,new
floriini,substantiivi,new
floristi,substantiivi,new
fluidi,substantiivi,new
fluoresenssi,substantiivi,new
fluori,substantiivi,new
fluoridi,substantiivi,new
fluoritabletti,substantiivi,new
fluorointi,substantiivi,new
flyygeli,substantiivi,new
foksi,substantiivi,new
fokstrotti,substantiivi,new
fokusointi,substantiivi,new
foliointi,substantiivi,new
folkloristi,substantiivi,new
folkmusiikki,substantiivi,new
follikkeli,substantiivi,new
foneemi,substantiivi,new
foni,substantiivi,new
fonografi,substantiivi,new
fonogrammi,substantiivi,new
fonotaksi,substantiivi,new
fontanelli,substantiivi,new
fontti,substantiivi,new
fooni,substantiivi,new
foorumi,substantiivi,new
forelli,substantiivi,new
forintti,substantiivi,new
formaatti,substantiivi,new
formalismi,substantiivi,new
formalisointi,substantiivi,new
formalisti,substantiivi,new
formatointi,substantiivi,new
formiaatti,substantiivi,new
formulointi,substantiivi,new
fortunapeli,substantiivi,new
fosfaatti,substantiivi,new
fosfidi,substantiivi,new
fosfiitti,substantiivi,new
fosfolipidi,substantiivi,new
fosfori,substantiivi,new
fosforointi,substantiivi,new
fossiili,substantiivi,new
fotogravyyri,substantiivi,new
fotometri,substantiivi,new
fotoni,substantiivi,new
fotosfääri,substantiivi,new
fotosynteesi,substantiivi,new
fraasi,substantiivi,new
fraasiverbi,substantiivi,new
fragmentti,substantiivi,new
frakki,substantiivi,new
fraktaali,substantiivi,new
fraktiointi,substantiivi,new
frangi,substantiivi,new
frankki,substantiivi,new
fransiskaani,substantiivi,new
fregatti,substantiivi,new
frekvenssi,substantiivi,new
frendi,substantiivi,new
frenologi,substantiivi,new
freoni,substantiivi,new
fretti,substantiivi,new
frigidi,adjektiivi,new
friikki,substantiivi,new
friisi,substantiivi,new
frikadelli,substantiivi,new
frikatiivi,substantiivi,new
friseesalaatti,substantiivi,new
friuli,substantiivi,new
fruktoosi,substantiivi,new
ftalaatti,substantiivi,new
fuksi,substantiivi,new
fulani,substantiivi,new
fullereeni,substantiivi,new
fundamentalismi,substantiivi,new
fundamentalisti,substantiivi,new
fungisidi,substantiivi,new
funktionaali,substantiivi,new
funktionalismi,substantiivi,new
furfuraali,substantiivi,new
futari,substantiivi,new
futurismi,substantiivi,new
futuristi,substantiivi,new
futuuri,substantiivi,new
fuusiointi,substantiivi,new
fuusiopommi,substantiivi,new
fuusioreaktori,substantiivi,new
fylli,substantiivi,new
fysiokraatti,substantiivi,new
fysiologi,substantiivi,new
fysioterapeutti,substantiivi,new
fääri,substantiivi,new
förskotti,substantiivi,new
fööni,substantiivi,new
gaalakonsertti,substantiivi,new
gabardiini,substantiivi,new
gaeli,substantiivi,new
gagaatti,substantiivi,new
galaksi,substantiivi,new
galaktoosi,substantiivi,new
galantamiini,substantiivi,new
galleristi,substantiivi,new
gallupointi,substantiivi,new
galluppi,substantiivi,new
galvanismi,substantiivi,new
galvanointi,substantiivi,new
galvanometri,substantiivi,new
gambiitti,substantiivi,new
gameetti,substantiivi,new
gammaglobuliini,substantiivi,new
gangreeni,substantiivi,new
gangsteri,substantiivi,new
garderobi,substantiivi,new
gaselli,substantiivi,new
gasti,substantiivi,new
gastroenteriitti,substantiivi,new
gastronomi,substantiivi,new
gaviaali,substantiivi,new
geeli,substantiivi,new
geeni,substantiivi,new
geenipankki,substantiivi,new
geigermittari,substantiivi,new
gelatiini,substantiivi,new
gemmologi,substantiivi,new
gemssi,substantiivi,new
genealogi,substantiivi,new
generaattori,substantiivi,new
generointi,substantiivi,new
genetiivi,substantiivi,new
genetti,substantiivi,new
genitaali,substantiivi,new
genomi,substantiivi,new
